flat_type,block,ethnicity,floor_data,price_range,project
3-room,Blk 75,Chinese,#16:1,"$193,000 - $656,500",Important notes
3-room,Blk 75,Indian/ Other Races,#16:1,"$193,000 - $656,500",Important notes
3-room,Blk 75,Malay,#16:1,"$193,000 - $656,500",Important notes
