project,flat_type,ethnicity,blocks,floor_summary,total_units,price_range
Important notes,5-room,Indian/ Other Races,Blk 20,#25:1,1,"$711,000 - $831,000"
Important notes,5-room,Malay,Blk 20,#25:1,1,"$711,000 - $831,000"
